标题,链接,作者关键字,索引关键字
"CityPulse: A Platform Prototype for Smart City Social Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964974487&doi=10.1007%2fs13132-016-0370-z&partnerID=40&md5=2a77ade2d6db383b508d0ba4df4b16cb","Data analytics; Smart city applications; Social analytics; Social data mining; Software architecture",
"Design and management of vehicle-sharing systems: A survey of algorithmic approaches","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987887582&doi=10.1016%2fB978-0-12-803454-5.00013-4&partnerID=40&md5=dd53c301a7f8665190a82f522bc1f4dd","Bike sharing; Car sharing; Demand pattern; Green mobility; Incentivisation scheme; Smart cities; Strategic design; Vehicle operational repositioning; Vehicle-sharing system","Bicycles; Cost effectiveness; Customer satisfaction; Employment; Fleet operations; Relocation; Sales; Smart city; Sporting goods; Vehicles; Bike sharing; Demand pattern; Green mobility; Incentivisation scheme; Sharing systems; Strategic design; Vehicle locating systems"
"How smart cities will change supply chain management: A technical viewpoint","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964447105&doi=10.1080%2f09537287.2016.1147095&partnerID=40&md5=ed3b82a593961b5a6569e9013130515f","Big data; framework; smart city; supplier network","Big data; Conceptual frameworks; framework; Key elements; Smart cities; Supplier networks; Supply chain management"
"Enterprise systems and performance of future city logistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964426642&doi=10.1080%2f09537287.2016.1147098&partnerID=40&md5=c06f197c752fe9935bb96fc8870559ee","critical success factor (CSF); enterprise systems (ES); ES benefits; Future/smart cities; logistics performance indicators (LPI); partial least square (PLS) regression; structural equation modelling (SEM)","Benchmarking; Budget control; Critical success factor; Enterprise system; Future/smart cities; Partial least-square regression; Performance indicators; Structural equation modelling (SEM); Enterprise resource planning"
"Internet of vehicles for smart and safe driving","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966549048&doi=10.1109%2fICCVE.2015.93&partnerID=40&md5=0e67defd2dd719557735be3b81b82f79","Connected vehicle; Intelligent transportation; Safe driving","Commerce; Insurance; Vehicles; Audio and video; Automotive markets; Cost of ownership; Insurance companies; Intelligent transportation; Local servers; Safe driving; Vehicle architecture; Accidents"
"MiraMap: A We-Government Tool for Smart Peripheries in Smart Cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000608539&doi=10.1109%2fACCESS.2016.2548558&partnerID=40&md5=57f49e134f1cf4c4efdd499419ee10b6","applied research in smart cities; case studies and testbeds for smart cities around the world; Citizen engagement and smart governance; mobile crowdsensing for smart cities; modeling the social impact of smart technologies","Administrative data processing; Economic and social effects; Enterprise resource management; Business process management systems; Citizen engagements; Design and implementations; Information and Communication Technologies; Interdisciplinary teams; Smart cities; Social and economic development; Social impact; Public administration"
"Direction Estimation for Pedestrian Monitoring System in Smart Cities: An HMM Based Approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994423118&doi=10.1109%2fACCESS.2016.2608844&partnerID=40&md5=764ade6b18f450d977df0e795275f0c9","hidden Markov model; occlusion handling; pedestrian direction estimation; perspective distortion; Visual surveillance","Accidents; Cameras; Hidden Markov models; Markov processes; Motion estimation; Traffic control; Accident avoidance; Dimensional changes; Direction estimation; Direction of motion; Occlusion handling; Perspective distortion; Standalone systems; Visual surveillance; Monitoring"
"Smart City Wireless Connectivity Considerations and Cost Analysis: Lessons Learnt from Smart Water Case Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979835523&doi=10.1109%2fACCESS.2016.2525041&partnerID=40&md5=a0fa68c4bce0c330fbe79ad5a11dc8aa","Communications; Cost Benefit Analysis; Smart Cities; Total Cost of Ownership (TCO); Water Monitoring Management; Wireless","Artificial intelligence; Communication; Cost effectiveness; Costs; Decision support systems; Information management; Radio; Water distribution systems; Water resources; Water supply systems; Waterworks; Communication technologies; European Commission; Information and communications technology; Smart cities; Total cost of ownership; Water monitoring; Water resources management; Wireless connectivities; Cost benefit analysis"
"Workload model based dynamic adaptation of social internet of vehicles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941757335&doi=10.3390%2fs150923262&partnerID=40&md5=d349ec9874ecc648af123bcf56a9c18f","Analytical modeling; Cyber-physical system; Sensing-as-a-service; Social internet of things; Social internet of vehicles; Vehicular ad-hoc networks; Vehicular sensors","Ad hoc networks; Amphibious vehicles; Analytical models; Complex networks; Embedded systems; Intelligent systems; Internet; Internet of things; Telecommunication networks; Vehicles; Vehicular ad hoc networks; Adaptation strategies; Cyber physical systems (CPSs); Dynamic adaptations; Extensive simulations; Intelligent transport systems; Peer-to-peer communications; Sensing-as-a-service; Social relationships; Distributed computer systems"
"Scalable and cost-effective assignment of mobile crowdsensing tasks based on profiling trends and prediction: The ParticipAct living lab experience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938370341&doi=10.3390%2fs150818613&partnerID=40&md5=31a295d396ad994569a6ed9896248f80","Mobile crowd datasets; Mobile crowd sensing; Performance evaluation; Smart cities; Task assignment strategies","Mobile crowd datasets; Mobile crowd sensing; Performance evaluation; Smart cities; Task assignment; Cost effectiveness"
"Nonlinear optimization-based device-free localization with outlier link rejection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927615515&doi=10.3390%2fs150408072&partnerID=40&md5=fac4bd7226c7e87b4da95c2d99c0dd51","Clustering centriod; Device-free localization (DFL); Nonlinear optimization; Outlier link rejection","Electron devices; Emergency services; Nonlinear programming; Optimization; RSS; Signal detection; Statistics; Telecommunication services; Clustering centriod; Device-free localizations; Non-linear optimization; Non-linear optimization problems; Outlier link rejection; Positional relationship; Received signal strength; Target location estimation; Location based services"
"Hyderabad: Visioning, restructuring and making of a high-tech city","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916899377&doi=10.1016%2fj.cities.2014.11.008&partnerID=40&md5=71d3d75e072e946ea48e5a16fb402753","Andhra Pradesh; Cyberabad; High-tech; Hyderabad; Smart city; Telangana","entrepreneur; foreign direct investment; globalization; high technology industry; metropolitan area; political economy; urban economy; Andhra Pradesh; Hyderabad [Andhra Pradesh]; India; Telangana"
"'Social, innovative and smart cities are happy and resilient': Insights from the WHO EURO 2014 International healthy cities conference","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928729928&doi=10.1186%2f1476-072X-14-3&partnerID=40&md5=8c93b4885d9618345ee81d67562af808","Digital inclusion; Distributed city model; Innovation; Internet of things; Smart cities; Smart countryside; Social care; Well-being Europe; WHO healthy cities","Animalia; benchmarking; environmental monitoring; Europe; health; Internet; organization; quality of life; world health organization; Benchmarking; Congresses as Topic; Environmental Monitoring; Europe; Internet; Quality of Life; Urban Health; World Health Organization"
"Multi-stakeholder co-creation Analysis in Smart city Management: An Experience from Bandung, Indonesia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019863162&doi=10.1016%2fj.promfg.2015.11.046&partnerID=40&md5=757fa83eeafd0b9e3c99ac17d41fb4b2","Bandung; Co-creation; Innovation; Multi-stakeholder; Smart City",
"“Get that camera out of my house!” conjoint measurement of preferences for video-based healthcare monitoring systems in private and public places","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947741617&doi=10.1007%2f978-3-319-19312-0_13&partnerID=40&md5=7c5ae6449aa90564674700899cf9e929","Acceptance; Conjoint analysis; Medical monitoring; Medical safety; Privacy; Smart cities; Smart homes; Video cameras","Automation; Cameras; Data privacy; Health; Health care; Intelligent buildings; Patient monitoring; Statistical methods; Video cameras; Wireless telecommunication systems; Acceptance; Conjoint analysis; Medical safety; Smart cities; Smart homes; Monitoring"
"Middleware to integrate mobile devices, sensors and cloud computing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939182178&doi=10.1016%2fj.procs.2015.05.061&partnerID=40&md5=3464b675a5b88dbff0d14f5e642ff3ad","Internet of things; Mobile cloud comupting; Service architecture; Smart city","Architecture; Automation; Cloud computing; Computer architecture; Intelligent buildings; Internet; Internet of things; Middleware; Mobile devices; Network architecture; Cutting edges; Internet of thing (IOT); Mobile clouds; Service architecture; Smart cities; Smart homes; Mobile cloud computing"
"SensorHUB: An IoT driver framework for supporting sensor networks and data analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939162742&doi=10.1155%2f2015%2f454379&partnerID=40&md5=c1539bb76b57121875b818017c8ad1dd",,"Amphibious vehicles; Automobile manufacture; Data handling; Digital storage; Platform as a Service (PaaS); Sensor networks; Data collection; Internet of thing (IOT); Open-source technology; Physical objects; Production line; Service development; State of the art; Wireless connectivities; Internet of things"
"Urban Mobility Sense: A user-centric participatory sensing system for transportation activity surveys","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908460364&doi=10.1109%2fJSEN.2014.2359876&partnerID=40&md5=e415f2cdb3e59a94c5a695e6f5eeae10","Crowdsourcing; intelligent transportation systems; participatory sensing; pervasive computing; smart cities","Crowdsourcing; Intelligent transportation systems; Participatory Sensing; Smart cities; Urban mobility; User-centric; Ubiquitous computing"
"The process of smart city definition at an EU level","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942156456&doi=10.2495%2fSC140832&partnerID=40&md5=417fd1c579f1fd91335ba1b98b445ce4","European policies; Innovation; Research funding; Smart city; Urban planning","European Commission; information and communication technology; innovation; sustainable development; technology diffusion; urban development; urban planning; urban policy"
"A context-aware framework for cultural heritage applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988231239&doi=10.1109%2fSITIS.2014.14&partnerID=40&md5=efe70c5aff0c3548deebe87c4dc6620c","context-aware and pervasive system; Cultural heritage applications; service oriented architecture","Computer architecture; Information services; Internet; Ubiquitous computing; Archaeological site; Context aware applications; Cultural heritage application; Cultural heritages; Digital ecosystem; Historical archive; Intelligence systems; Pervasive systems; Service oriented architecture (SOA); Archeology; Data Processing; Ecosystems; History; Information Retrieval"
"Smart cities and their roles in city competition: A classification","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919476606&doi=10.4018%2fijegr.2014010105&partnerID=40&md5=6498f78709ffc05d33bad5649a42d968","Business Systems; Business/Government Interaction and Relations; Economic Geography; Management of Technology; Smart City","International trade; Business systems; City competition; Economic geography; International markets; Management of technology; Smart cities; Technological evolution; Electronic commerce"
